text,link
Осада Антиохии,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%B0%D0%B4%D0%B0_%D0%90%D0%BD%D1%82%D0%B8%D0%BE%D1%85%D0%B8%D0%B8
Битва при Гастингсе,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BF%D1%80%D0%B8_%D0%93%D0%B0%D1%81%D1%82%D0%B8%D0%BD%D0%B3%D1%81%D0%B5
Восстание Уота Тайлера,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D0%B5_%D0%A3%D0%BE%D1%82%D0%B0_%D0%A2%D0%B0%D0%B9%D0%BB%D0%B5%D1%80%D0%B0
Мятеж сыновей Генриха II,https://ru.wikipedia.org/wiki/%D0%9C%D1%8F%D1%82%D0%B5%D0%B6_%D1%81%D1%8B%D0%BD%D0%BE%D0%B2%D0%B5%D0%B9_%D0%93%D0%B5%D0%BD%D1%80%D0%B8%D1%85%D0%B0_II
Нормандское завоевание Англии,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D1%80%D0%BC%D0%B0%D0%BD%D0%B4%D1%81%D0%BA%D0%BE%D0%B5_%D0%B7%D0%B0%D0%B2%D0%BE%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_%D0%90%D0%BD%D0%B3%D0%BB%D0%B8%D0%B8
"Повешение, потрошение и четвертование","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,_%D0%BF%D0%BE%D1%82%D1%80%D0%BE%D1%88%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B8_%D1%87%D0%B5%D1%82%D0%B2%D0%B5%D1%80%D1%82%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5"
Административная реформа Юстиниана I,https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D0%B0%D1%8F_%D1%80%D0%B5%D1%84%D0%BE%D1%80%D0%BC%D0%B0_%D0%AE%D1%81%D1%82%D0%B8%D0%BD%D0%B8%D0%B0%D0%BD%D0%B0_I
Армяне в Византии,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%BC%D1%8F%D0%BD%D0%B5_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Битва при Мириокефале,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BF%D1%80%D0%B8_%D0%9C%D0%B8%D1%80%D0%B8%D0%BE%D0%BA%D0%B5%D1%84%D0%B0%D0%BB%D0%B5
Варяжская стража,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D1%8F%D0%B6%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%B6%D0%B0
Византийцы,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%86%D1%8B
Византийская Палестина,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%9F%D0%B0%D0%BB%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D0%B0
Византийская фортификация,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D1%84%D0%BE%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F
Византийский город,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4
Византийский император,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80
Византийский флот,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%BB%D0%BE%D1%82
Войны Юстиниана I,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D1%8B_%D0%AE%D1%81%D1%82%D0%B8%D0%BD%D0%B8%D0%B0%D0%BD%D0%B0_I
Дети в Византии,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D1%82%D0%B8_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Дружба в Византии,https://ru.wikipedia.org/wiki/%D0%94%D1%80%D1%83%D0%B6%D0%B1%D0%B0_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Евнухи в Византии,https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D0%BD%D1%83%D1%85%D0%B8_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Евреи в Византии,https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D1%80%D0%B5%D0%B8_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Женщины в Византии,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Ирано-византийская война (602—628),https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%B0%D0%BD%D0%BE-%D0%B2%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0_(602%E2%80%94628)
Легенда о Велизарии,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D0%B0_%D0%BE_%D0%92%D0%B5%D0%BB%D0%B8%D0%B7%D0%B0%D1%80%D0%B8%D0%B8
Оккультизм в Византии,https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D0%B8%D0%B7%D0%BC_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Падение Константинополя (1453),https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%BF%D0%BE%D0%BB%D1%8F_(1453)
Партии ипподрома,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D1%82%D0%B8%D0%B8_%D0%B8%D0%BF%D0%BF%D0%BE%D0%B4%D1%80%D0%BE%D0%BC%D0%B0
Ранневизантийская историография,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BD%D0%BD%D0%B5%D0%B2%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F
Религиозная политика Юстиниана I,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BB%D0%B8%D0%B3%D0%B8%D0%BE%D0%B7%D0%BD%D0%B0%D1%8F_%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0_%D0%AE%D1%81%D1%82%D0%B8%D0%BD%D0%B8%D0%B0%D0%BD%D0%B0_I
Смерть в Византии,https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Тёмные века,https://ru.wikipedia.org/wiki/%D0%A2%D1%91%D0%BC%D0%BD%D1%8B%D0%B5_%D0%B2%D0%B5%D0%BA%D0%B0_(%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D1%8F)
Великолепный часослов герцога Беррийского,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%BB%D0%B5%D0%BF%D0%BD%D1%8B%D0%B9_%D1%87%D0%B0%D1%81%D0%BE%D1%81%D0%BB%D0%BE%D0%B2_%D0%B3%D0%B5%D1%80%D1%86%D0%BE%D0%B3%D0%B0_%D0%91%D0%B5%D1%80%D1%80%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B3%D0%BE
Келлская книга,https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D0%BB%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0
Кодексы майя,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B4%D0%B5%D0%BA%D1%81%D1%8B_%D0%BC%D0%B0%D0%B9%D1%8F
Папирология,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BF%D0%B8%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
Послание монаха Роджера Бэкона,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BC%D0%BE%D0%BD%D0%B0%D1%85%D0%B0_%D0%A0%D0%BE%D0%B4%D0%B6%D0%B5%D1%80%D0%B0_%D0%91%D1%8D%D0%BA%D0%BE%D0%BD%D0%B0
Чешская хроника,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%88%D1%81%D0%BA%D0%B0%D1%8F_%D1%85%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0
Битва при Гастингсе,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BF%D1%80%D0%B8_%D0%93%D0%B0%D1%81%D1%82%D0%B8%D0%BD%D0%B3%D1%81%D0%B5
Восстание Уота Тайлера,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D0%B5_%D0%A3%D0%BE%D1%82%D0%B0_%D0%A2%D0%B0%D0%B9%D0%BB%D0%B5%D1%80%D0%B0
Мятеж сыновей Генриха II,https://ru.wikipedia.org/wiki/%D0%9C%D1%8F%D1%82%D0%B5%D0%B6_%D1%81%D1%8B%D0%BD%D0%BE%D0%B2%D0%B5%D0%B9_%D0%93%D0%B5%D0%BD%D1%80%D0%B8%D1%85%D0%B0_II
Нормандское завоевание Англии,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D1%80%D0%BC%D0%B0%D0%BD%D0%B4%D1%81%D0%BA%D0%BE%D0%B5_%D0%B7%D0%B0%D0%B2%D0%BE%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_%D0%90%D0%BD%D0%B3%D0%BB%D0%B8%D0%B8
"Повешение, потрошение и четвертование","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,_%D0%BF%D0%BE%D1%82%D1%80%D0%BE%D1%88%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B8_%D1%87%D0%B5%D1%82%D0%B2%D0%B5%D1%80%D1%82%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5"
Административная реформа Юстиниана I,https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D0%B0%D1%8F_%D1%80%D0%B5%D1%84%D0%BE%D1%80%D0%BC%D0%B0_%D0%AE%D1%81%D1%82%D0%B8%D0%BD%D0%B8%D0%B0%D0%BD%D0%B0_I
Армяне в Византии,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%BC%D1%8F%D0%BD%D0%B5_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Битва при Мириокефале,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BF%D1%80%D0%B8_%D0%9C%D0%B8%D1%80%D0%B8%D0%BE%D0%BA%D0%B5%D1%84%D0%B0%D0%BB%D0%B5
Варяжская стража,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D1%8F%D0%B6%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%B6%D0%B0
Византийцы,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%86%D1%8B
Византийская Палестина,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%9F%D0%B0%D0%BB%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D0%B0
Византийская фортификация,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D1%84%D0%BE%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F
Византийский город,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4
Византийский император,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80
Византийский флот,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%BB%D0%BE%D1%82
Войны Юстиниана I,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D1%8B_%D0%AE%D1%81%D1%82%D0%B8%D0%BD%D0%B8%D0%B0%D0%BD%D0%B0_I
Дети в Византии,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D1%82%D0%B8_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Дружба в Византии,https://ru.wikipedia.org/wiki/%D0%94%D1%80%D1%83%D0%B6%D0%B1%D0%B0_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Евнухи в Византии,https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D0%BD%D1%83%D1%85%D0%B8_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Евреи в Византии,https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D1%80%D0%B5%D0%B8_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Женщины в Византии,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Ирано-византийская война (602—628),https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%B0%D0%BD%D0%BE-%D0%B2%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0_(602%E2%80%94628)
Легенда о Велизарии,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D0%B0_%D0%BE_%D0%92%D0%B5%D0%BB%D0%B8%D0%B7%D0%B0%D1%80%D0%B8%D0%B8
Оккультизм в Византии,https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D0%B8%D0%B7%D0%BC_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Падение Константинополя (1453),https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%BF%D0%BE%D0%BB%D1%8F_(1453)
Партии ипподрома,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D1%82%D0%B8%D0%B8_%D0%B8%D0%BF%D0%BF%D0%BE%D0%B4%D1%80%D0%BE%D0%BC%D0%B0
Ранневизантийская историография,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BD%D0%BD%D0%B5%D0%B2%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F
Религиозная политика Юстиниана I,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BB%D0%B8%D0%B3%D0%B8%D0%BE%D0%B7%D0%BD%D0%B0%D1%8F_%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0_%D0%AE%D1%81%D1%82%D0%B8%D0%BD%D0%B8%D0%B0%D0%BD%D0%B0_I
Смерть в Византии,https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%B2_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D0%B8
Тёмные века,https://ru.wikipedia.org/wiki/%D0%A2%D1%91%D0%BC%D0%BD%D1%8B%D0%B5_%D0%B2%D0%B5%D0%BA%D0%B0_(%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D1%8F)
Великолепный часослов герцога Беррийского,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%BB%D0%B5%D0%BF%D0%BD%D1%8B%D0%B9_%D1%87%D0%B0%D1%81%D0%BE%D1%81%D0%BB%D0%BE%D0%B2_%D0%B3%D0%B5%D1%80%D1%86%D0%BE%D0%B3%D0%B0_%D0%91%D0%B5%D1%80%D1%80%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B3%D0%BE
Келлская книга,https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D0%BB%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0
Кодексы майя,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B4%D0%B5%D0%BA%D1%81%D1%8B_%D0%BC%D0%B0%D0%B9%D1%8F
Папирология,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BF%D0%B8%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
Послание монаха Роджера Бэкона,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BC%D0%BE%D0%BD%D0%B0%D1%85%D0%B0_%D0%A0%D0%BE%D0%B4%D0%B6%D0%B5%D1%80%D0%B0_%D0%91%D1%8D%D0%BA%D0%BE%D0%BD%D0%B0
Чешская хроника,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%88%D1%81%D0%BA%D0%B0%D1%8F_%D1%85%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0
Алхимические исследования Исаака Ньютона,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%85%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F_%D0%98%D1%81%D0%B0%D0%B0%D0%BA%D0%B0_%D0%9D%D1%8C%D1%8E%D1%82%D0%BE%D0%BD%D0%B0
Битва народов,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BE%D0%B2
Битва при Абукире (1798),https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BF%D1%80%D0%B8_%D0%90%D0%B1%D1%83%D0%BA%D0%B8%D1%80%D0%B5_(1798)
Великая осада Мальты,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0%D1%8F_%D0%BE%D1%81%D0%B0%D0%B4%D0%B0_%D0%9C%D0%B0%D0%BB%D1%8C%D1%82%D1%8B
Восстание Уайатта,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D0%B5_%D0%A3%D0%B0%D0%B9%D0%B0%D1%82%D1%82%D0%B0
Вторая англо-афганская война,https://ru.wikipedia.org/wiki/%D0%92%D1%82%D0%BE%D1%80%D0%B0%D1%8F_%D0%B0%D0%BD%D0%B3%D0%BB%D0%BE-%D0%B0%D1%84%D0%B3%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
Инцидент в Оцу,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%86%D0%B8%D0%B4%D0%B5%D0%BD%D1%82_%D0%B2_%D0%9E%D1%86%D1%83
Кризис престолонаследия в Англии (1553),https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D0%B7%D0%B8%D1%81_%D0%BF%D1%80%D0%B5%D1%81%D1%82%D0%BE%D0%BB%D0%BE%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D0%B8%D1%8F_%D0%B2_%D0%90%D0%BD%D0%B3%D0%BB%D0%B8%D0%B8_(1553)
Критская война (1645—1669),https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%82%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0_(1645%E2%80%941669)
Крылатые гусары,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%8B%D0%BB%D0%B0%D1%82%D1%8B%D0%B5_%D0%B3%D1%83%D1%81%D0%B0%D1%80%D1%8B
Первая Балканская война,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%B0%D1%8F_%D0%91%D0%B0%D0%BB%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
Поход на Кедири,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%85%D0%BE%D0%B4_%D0%BD%D0%B0_%D0%9A%D0%B5%D0%B4%D0%B8%D1%80%D0%B8
Тридцатилетняя война,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D0%B4%D1%86%D0%B0%D1%82%D0%B8%D0%BB%D0%B5%D1%82%D0%BD%D1%8F%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
Тюльпаномания,https://ru.wikipedia.org/wiki/%D0%A2%D1%8E%D0%BB%D1%8C%D0%BF%D0%B0%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D0%B8%D1%8F
Уэст-портские убийства,https://ru.wikipedia.org/wiki/%D0%A3%D1%8D%D1%81%D1%82-%D0%BF%D0%BE%D1%80%D1%82%D1%81%D0%BA%D0%B8%D0%B5_%D1%83%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%B0
Южноамериканская дредноутная гонка,https://ru.wikipedia.org/wiki/%D0%AE%D0%B6%D0%BD%D0%BE%D0%B0%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B4%D1%80%D0%B5%D0%B4%D0%BD%D0%BE%D1%83%D1%82%D0%BD%D0%B0%D1%8F_%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0
Боевая организация партии социалистов-революционеров,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B5%D0%B2%D0%B0%D1%8F_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F_%D0%BF%D0%B0%D1%80%D1%82%D0%B8%D0%B8_%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%BE%D0%B2-%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%BE%D0%B2
Бой у Чемульпо,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B9_%D1%83_%D0%A7%D0%B5%D0%BC%D1%83%D0%BB%D1%8C%D0%BF%D0%BE
Дело Бейлиса,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BB%D0%BE_%D0%91%D0%B5%D0%B9%D0%BB%D0%B8%D1%81%D0%B0
Дело Сухово-Кобылина,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BB%D0%BE_%D0%A1%D1%83%D1%85%D0%BE%D0%B2%D0%BE-%D0%9A%D0%BE%D0%B1%D1%8B%D0%BB%D0%B8%D0%BD%D0%B0
Конотопская битва,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%BE%D1%82%D0%BE%D0%BF%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%B8%D1%82%D0%B2%D0%B0
Восстание Пугачёва,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D0%B5_%D0%9F%D1%83%D0%B3%D0%B0%D1%87%D1%91%D0%B2%D0%B0
Мятеж Глинских,https://ru.wikipedia.org/wiki/%D0%9C%D1%8F%D1%82%D0%B5%D0%B6_%D0%93%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D1%85
Ошаканская битва,https://ru.wikipedia.org/wiki/%D0%9E%D1%88%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%B8%D1%82%D0%B2%D0%B0
